iter	Logloss
483	0.3476440689
484	0.3473117039
485	0.3468443738
486	0.3463841531
487	0.3461186078
488	0.3457450509
489	0.3454314595
490	0.3447368852
491	0.3443193333
492	0.343898534
493	0.3436348626
494	0.3430500471
495	0.3427902922
496	0.3423340834
497	0.341916174
498	0.3415123196
499	0.3411834716
500	0.340784801
501	0.340102947
502	0.3396478153
503	0.3392341694
504	0.3388418648
505	0.3386621068
506	0.338414237
507	0.3380859554
508	0.3377670775
509	0.337360752
510	0.3369709618
511	0.3363604585
512	0.3357620948
513	0.3351956759
514	0.3347302006
515	0.3343237094
516	0.3339995147
517	0.3335980018
518	0.3332347489
519	0.3328822378
520	0.3324917618
521	0.3320036542
522	0.3314855486
523	0.33120589
524	0.3309552575
525	0.330400132
526	0.3300895128
527	0.329643495
528	0.3290514036
529	0.3287407166
530	0.328532045
531	0.3282667558
532	0.3277687632
533	0.3271220782
534	0.3269720522
535	0.3267636287
536	0.3262485177
537	0.3259072471
538	0.325462631
539	0.3248900139
540	0.3243994189
541	0.3240933521
542	0.3237547317
543	0.3234536794
544	0.3231358457
545	0.3227698812
546	0.322435969
547	0.3221006631
548	0.3216843541
549	0.3213407592
550	0.3210084897
551	0.3206815761
552	0.3202466407
553	0.3198715246
554	0.319457368
555	0.319003983
556	0.318598223
557	0.3182256633
558	0.3178381383
559	0.3173800112
560	0.3170546089
561	0.316755941
562	0.3163982829
563	0.3159969611
564	0.3156712764
565	0.3152429811
566	0.3150078823
567	0.314489965
568	0.313942855
569	0.3136196819
570	0.3130114415
571	0.3124697935
572	0.3121538925
573	0.3118405873
574	0.3114122449
575	0.3110958242
576	0.3106288649
577	0.3103030968
578	0.3100544575
579	0.3097056435
580	0.3092907201
581	0.3090144956
582	0.3084830626
583	0.3082351776
584	0.3079233369
585	0.3075147683
586	0.3070284891
587	0.3066775789
588	0.3062070887
589	0.30586842
590	0.3053474546
591	0.3051314139
592	0.3048233866
593	0.3045164052
594	0.3040862784
595	0.3037791678
596	0.3034245372
597	0.3031522878
598	0.3026507807
599	0.3022523364
600	0.3017917349
601	0.3013966924
602	0.3009382596
603	0.3005464967
604	0.3002761155
605	0.2998779439
606	0.299418763
607	0.2991086406
608	0.2989862673
609	0.29854582
610	0.2981711113
611	0.297906177
612	0.2974620625
613	0.2970120728
614	0.2967487405
615	0.2964273653
616	0.2961101712
617	0.2956793177
618	0.2955339563
619	0.2950990075
620	0.2947619265
621	0.2943733602
622	0.2940865044
623	0.2937447318
624	0.2934541291
625	0.2931422661
626	0.2928781678
627	0.2925162261
628	0.2922214856
629	0.2917956142
630	0.2915056506
631	0.2910922819
632	0.2907584605
633	0.2904478452
634	0.2900705774
635	0.2896967606
636	0.2894116782
637	0.28908559
638	0.2888021463
639	0.2883944167
640	0.2881018518
641	0.2879026632
642	0.2876302335
643	0.2873383663
644	0.2869814003
645	0.2864444984
646	0.2861899156
647	0.2859160484
648	0.2854925434
649	0.2851013717
650	0.2846762426
651	0.2843301941
652	0.2838496524
653	0.2835346219
654	0.2832588028
655	0.2829356892
656	0.2825500568
657	0.2822550248
658	0.281946531
659	0.2816505872
660	0.28123211
661	0.28109165
662	0.2806896755
663	0.2802258247
664	0.279979745
665	0.2795187853
666	0.2791776729
667	0.2788826304
668	0.2785304136
669	0.2781949377
670	0.2778434976
671	0.2775134125
672	0.2771213009
673	0.2768331648
674	0.2764528727
675	0.2763884342
676	0.2760407081
677	0.2756124067
678	0.2753259573
679	0.2750872799
680	0.2749529218
681	0.2745039008
682	0.2742053371
683	0.2738986862
684	0.2736082153
685	0.2732344751
686	0.2729924228
687	0.2726325238
688	0.27233532
689	0.2721744526
690	0.2718701576
691	0.271707407
692	0.2713207091
693	0.270977274
694	0.2705362727
695	0.270278561
696	0.2699579832
697	0.2696970792
698	0.2693319015
699	0.2691024358
700	0.2687802421
701	0.2682909333
702	0.2680629922
703	0.2676298585
704	0.2673129182
705	0.2670247189
706	0.2667051156
707	0.2663333627
708	0.2659825389
709	0.2655513903
710	0.2653026851
711	0.2650750455
712	0.2648143372
713	0.2646586455
714	0.2642912443
715	0.2640069954
716	0.2636407227
717	0.263343299
718	0.2629645347
719	0.2628106721
720	0.2624836436
721	0.2621331692
722	0.2618065871
723	0.2615884448
724	0.2614045599
725	0.2610634404
726	0.2608194448
727	0.2605827781
728	0.2603067695
729	0.2599648831
730	0.2596974961
731	0.2594624751
732	0.2592277575
733	0.2589385528
734	0.2586719075
735	0.2584540714
736	0.2580454657
737	0.2575839334
738	0.2573433499
739	0.2571809667
740	0.2568301056
741	0.2566617998
742	0.2563284735
743	0.2559951598
744	0.2556863975
745	0.255449812
746	0.2552773429
747	0.2550090885
748	0.2547217375
749	0.2544662557
750	0.2544130049
751	0.2540642761
752	0.2537298032
753	0.2534963404
754	0.2533031103
755	0.2530569272
756	0.2528176681
757	0.2526081668
758	0.2523490357
759	0.2520242225
760	0.2516476277
761	0.2514085611
762	0.2511722292
763	0.2508324876
764	0.2505326253
765	0.2500903972
766	0.2498875908
767	0.2496307943
768	0.2494296257
769	0.2491818888
770	0.2489318466
771	0.24870628
772	0.2485021436
773	0.2481624701
774	0.2478288988
775	0.2475274276
776	0.2472336714
777	0.247026079
778	0.2468320754
779	0.2465914499
780	0.2462089929
781	0.2459510887
782	0.2457248347
783	0.2453353292
784	0.2451164774
785	0.2446880691
786	0.2444942769
787	0.2443331514
788	0.2439841085
789	0.243697247
790	0.2434206395
791	0.2431579826
792	0.242864569
793	0.2425092997
794	0.242087464
795	0.2418421598
796	0.2415584056
797	0.241313984
798	0.2410001001
799	0.2407491453
800	0.2405024795
801	0.2402903755
802	0.2401530373
803	0.2398223519
804	0.2395914385
805	0.2393774373
806	0.2390743357
807	0.238889942
808	0.2386325576
809	0.2384221304
810	0.2383265017
811	0.2380496299
812	0.2377247213
813	0.2374122894
814	0.237114736
815	0.2367548565
816	0.2365034249
817	0.2361618817
818	0.2358885183
819	0.2356396777
820	0.2354037874
821	0.2351410148
822	0.234953776
823	0.2346348233
824	0.2344075034
825	0.2341722635
826	0.2338960468
827	0.2338707965
828	0.2336699768
829	0.2334832767
830	0.2331281786
831	0.232825053
832	0.232520886
833	0.2322538959
834	0.2321318936
835	0.2319248803
836	0.2316019723
837	0.231363394
838	0.2311863186
839	0.2309193512
840	0.2307208148
841	0.2304652641
842	0.2301457645
843	0.2298482685
844	0.2296482458
845	0.2294317569
846	0.2291790612
847	0.2288837915
848	0.2286575745
849	0.2284645544
850	0.2282316185
851	0.2280531254
852	0.2279646286
853	0.2277797867
854	0.227528059
855	0.2274025035
856	0.2270790327
857	0.2268024041
858	0.2266786388
859	0.2264774878
860	0.2261629606
861	0.2259418317
862	0.2257326032
863	0.2255395572
864	0.2252935431
865	0.2250856984
866	0.2249163457
867	0.2247245935
868	0.2243832036
869	0.2240906713
870	0.2237147305
871	0.2234296275
872	0.2232141355
873	0.2230450213
874	0.2228585564
875	0.2226533318
876	0.2223412147
877	0.2220471338
878	0.221859479
879	0.2215925452
880	0.2214428464
881	0.221227464
882	0.221018391
883	0.22077173
884	0.2205466732
885	0.2203355957
886	0.2200106598
887	0.2197287288
888	0.2194520665
889	0.2192827953
890	0.2190722414
891	0.2188548646
892	0.2186200703
893	0.2184585805
894	0.218226215
895	0.2179868343
896	0.2178046513
897	0.2176235633
898	0.2174614901
899	0.2172814038
900	0.2170725474
901	0.2169213978
902	0.2166820275
903	0.2165223071
904	0.2163434631
905	0.2160244361
906	0.2158279348
907	0.2156053117
908	0.2153811399
909	0.215202198
910	0.2148900073
911	0.2146960278
912	0.2144235956
913	0.2141286537
914	0.2139515843
915	0.2137534121
916	0.2135025407
917	0.2133425222
918	0.2130337115
919	0.2128279308
920	0.2126539784
921	0.2123595962
922	0.212179865
923	0.2119561099
924	0.2117360439
925	0.2115827765
926	0.211308831
927	0.211046001
928	0.2109520672
929	0.2107614437
930	0.2104574371
931	0.2102234877
932	0.2100516071
933	0.2098725705
934	0.2096511957
935	0.20943812
936	0.2092188707
937	0.208998749
938	0.2088062217
939	0.2086408006
940	0.2083577395
941	0.2081405555
942	0.207971398
943	0.2077996563
944	0.2074635053
945	0.2072170313
946	0.2070428803
947	0.2068723728
948	0.2065789613
949	0.2064113111
950	0.2061939627
951	0.205998477
952	0.2058176862
953	0.2055918111
954	0.2053450187
955	0.2051802753
956	0.2050287994
957	0.2047531053
958	0.2044635707
959	0.2042583186
960	0.2041121583
961	0.2039460476
962	0.2036191271
963	0.203506194
964	0.203344196
965	0.2031812877
966	0.2030023541
967	0.2027990566
968	0.2027282895
969	0.2024825857
970	0.202226225
971	0.2020914775
972	0.2019296503
973	0.2017862574
974	0.2015825506
975	0.2014211829
976	0.2012905819
977	0.2010224305
978	0.2008456053
979	0.2006870465
980	0.2005279134
981	0.2004160363
982	0.200305623
983	0.2001043744
984	0.1999625356
985	0.1997668601
986	0.1994992875
987	0.1993400756
988	0.1991362594
989	0.1989085898
990	0.1985935544
991	0.1984529398
992	0.1983540073
993	0.198158797
994	0.1979786445
995	0.1978016503
996	0.1974892637
997	0.1972924033
998	0.1970112421
999	0.1968345696
